Year,TWDB Seller Survey No,PWS Name,Seller County,Seller Water Type, Seller Volume Reported ,Buyer Survey No,Buyer Name,Buyer Water Type, Buyer Volume Reported ,Buyer NAICS Code, Volume Used In Net Use ,Volume Source Used In Net Use
2023,555625,MEMORIAL MUD,HARRIS,Groundwater," 2,000,001 ",611515,SI ENVIRONMENTAL LLC-NOTTINGHAM COUNTRY MUD,N/A, -   ,N/A," 2,000,001 ",SELLER-VOLUME
2022,555625,MEMORIAL MUD,HARRIS,Groundwater," 14,484,000 ",370081,MUNICIPAL DISTRICT SERVICES-HARRIS COUNTY MUD 81,N/A, -   ,N/A," 14,484,000 ",SELLER-VOLUME
2022,555625,MEMORIAL MUD,HARRIS,Groundwater," 10,000,000 ",611515,SI ENVIRONMENTAL LLC-NOTTINGHAM COUNTRY MUD,N/A, -   ,N/A," 10,000,000 ",SELLER-VOLUME
2023,555800,CITY OF MEMPHIS,HALL,Groundwater," 1,882,430 ",1106645,TOTAL ALLOY FOUNDRY,N/A, -   ,N/A," 1,882,430 ",SELLER-VOLUME
2022,555800,CITY OF MEMPHIS,HALL,Groundwater," 839,970 ",1106645,TOTAL ALLOY FOUNDRY,N/A, -   ,N/A," 839,970 ",SELLER-VOLUME
2023,557300,M E N WSC,NAVARRO,Surface Water," 1,218,000 ",1107249,MULT. 4,N/A, -   ,N/A," 1,218,000 ",SELLER-VOLUME
2023,557400,CITY OF MERCEDES,HIDALGO,N/A, -   ,505270,LLANO GRANDE LAKE PARK WEST,Surface Water," 1,170,600 ",N/A," 1,170,600 ",BUYER-VOLUME
2023,557400,CITY OF MERCEDES,HIDALGO,N/A, -   ,1101164,LLANO GRANDE LAKE PARK  EAST,Surface Water," 14,730,200 ",N/A," 14,730,200 ",BUYER-VOLUME
2023,557400,CITY OF MERCEDES,HIDALGO,Surface Water," 10,136,000 ",1102944,NORTH ALAMO WATER SUPPLY CORPORATION,N/A, -   ,N/A," 10,136,000 ",SELLER-VOLUME
2023,557400,CITY OF MERCEDES,HIDALGO,Surface Water," 493,200 ",1107030,VALLEY DEWATERING SERVICES,N/A, -   ,N/A," 493,200 ",SELLER-VOLUME
2023,557400,CITY OF MERCEDES,HIDALGO,Surface Water," 21,515,900 ",1107031,LILY OF THE DESERT - MERCEDES,N/A, -   ,311999," 21,515,900 ",SELLER-VOLUME
2022,557400,CITY OF MERCEDES,HIDALGO,N/A, -   ,505270,LLANO GRANDE LAKE PARK WEST,Surface Water," 1,170,600 ",N/A," 1,170,600 ",BUYER-VOLUME
2022,557400,CITY OF MERCEDES,HIDALGO,N/A, -   ,1101164,LLANO GRANDE LAKE PARK  EAST,Surface Water," 14,730,200 ",N/A," 14,730,200 ",BUYER-VOLUME
2022,557400,CITY OF MERCEDES,HIDALGO,Surface Water," 10,136,000 ",1102944,NORTH ALAMO WATER SUPPLY CORPORATION,N/A, -   ,N/A," 10,136,000 ",SELLER-VOLUME
2022,557400,CITY OF MERCEDES,HIDALGO,Surface Water," 493,200 ",1107030,VALLEY DEWATERING SERVICES,N/A, -   ,N/A," 493,200 ",SELLER-VOLUME
2022,557400,CITY OF MERCEDES,HIDALGO,Surface Water," 21,515,900 ",1107031,LILY OF THE DESERT - MERCEDES,N/A, -   ,N/A," 21,515,900 ",SELLER-VOLUME
2023,559800,CITY OF MERIDIAN,BOSQUE,Groundwater," 234,000 ",1104083,BULK WATER SALES,N/A, -   ,N/A," 234,000 ",SELLER-VOLUME
2022,559800,CITY OF MERIDIAN,BOSQUE,Groundwater," 1,562,000 ",1104083,BULK WATER SALES,N/A, -   ,N/A," 1,562,000 ",SELLER-VOLUME
2023,559950,CITY OF MERKEL,TAYLOR,Surface Water," 17,615,000 ",77300,BLAIR WSC,N/A, -   ,N/A," 17,615,000 ",SELLER-VOLUME
2023,562200,DALLAS WATER UTILITY,DALLAS,N/A, -   ,395980,ORORA VISUAL TX LLC-DISTRIBUTION CENTER,Surface Water," 2,487,400 ",323120," 2,487,400 ",BUYER-VOLUME
2023,562200,DALLAS WATER UTILITY,DALLAS,Surface Water," 981,663,000 ",458630,Inframark-KAUFMAN COUNTY MUD 12,N/A, -   ,N/A," 981,663,000 ",SELLER-VOLUME
2023,562200,DALLAS WATER UTILITY,DALLAS,Surface Water," 171,537,800 ",656520,PEPSI COLA BOTTLING COMPANY-MESQUITE PLANT,N/A, -   ,312111," 171,537,800 ",SELLER-VOLUME
2023,562200,DALLAS WATER UTILITY,DALLAS,Surface Water," 19,531,800 ",1106522,UNIFIRST-DALLAS COUNTY,N/A, -   ,812332," 19,531,800 ",SELLER-VOLUME
2022,562200,DALLAS WATER UTILITY,DALLAS,N/A, -   ,395980,ORORA VISUAL TX LLC-DISTRIBUTION CENTER,Surface Water," 2,566,900 ",323120," 2,566,900 ",BUYER-VOLUME
2022,562200,DALLAS WATER UTILITY,DALLAS,Surface Water," 806,119,000 ",458630,Inframark-KAUFMAN COUNTY MUD 12,N/A, -   ,N/A," 806,119,000 ",SELLER-VOLUME
2022,562200,DALLAS WATER UTILITY,DALLAS,Surface Water," 154,708,800 ",656520,PEPSI COLA BOTTLING COMPANY-MESQUITE PLANT,N/A, -   ,312111," 154,708,800 ",SELLER-VOLUME
2022,562200,DALLAS WATER UTILITY,DALLAS,Surface Water," 22,497,800 ",1106522,UNIFIRST-DALLAS COUNTY,N/A, -   ,N/A," 22,497,800 ",SELLER-VOLUME
2023,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 54,397,000 ",293137,WHITE ROCK WATER SUD-FOREST GLADE SYSTEM,Groundwater," 54,450,000 ",N/A," 54,450,000 ",BUYER-VOLUME
2023,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 12,559,000 ",793716,SHILOH WSC,Groundwater," 12,688,000 ",N/A," 12,688,000 ",BUYER-VOLUME
2023,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 34,600,000 ",957350,CITY OF WORTHAM,Groundwater," 34,025,000 ",N/A," 34,025,000 ",BUYER-VOLUME
2023,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 7,431,500 ",1101241,OTHER MANUFACTURING LIMESTONE COUNTY,N/A, -   ,N/A," 7,431,500 ",SELLER-VOLUME
2022,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 49,212,000 ",293137,WHITE ROCK WATER SUD-FOREST GLADE SYSTEM,Groundwater," 49,909,000 ",N/A," 49,909,000 ",BUYER-VOLUME
2022,563800,CITY OF MEXIA,LIMESTONE,N/A, -   ,391645,POLYESTER FIBERS LLC-GROESBECK PLANT,N/A, -   ,313230, -   ,BUYER-VOLUME
2022,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 13,678,000 ",793716,SHILOH WSC,Groundwater," 13,581,000 ",N/A," 13,581,000 ",BUYER-VOLUME
2022,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 1,563,900 ",927230,84 WEST WSC,Surface Water," 4,244,900 ",N/A," 1,563,900 ",SELLER-VOLUME
2022,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 41,081,000 ",957350,CITY OF WORTHAM,Groundwater," 40,345,000 ",N/A," 40,345,000 ",BUYER-VOLUME
2022,563800,CITY OF MEXIA,LIMESTONE,Groundwater," 6,036,100 ",1101241,OTHER MANUFACTURING LIMESTONE COUNTY,N/A, -   ,N/A," 6,036,100 ",SELLER-VOLUME
2023,565400,CITY OF MIDLAND WATER PURIFICATION PLANT,MIDLAND,Groundwater," 334,000,000 ",1101426,OTHER MINING MARTIN COUNTY,N/A, -   ,N/A," 334,000,000 ",SELLER-VOLUME
2022,565400,CITY OF MIDLAND WATER PURIFICATION PLANT,MIDLAND,N/A, -   ,565840,MIDLAND REPORTER TELEGRAM,N/A, -   ,513110, -   ,BUYER-VOLUME
2022,565400,CITY OF MIDLAND WATER PURIFICATION PLANT,MIDLAND,Groundwater," 311,000,000 ",1101426,OTHER MINING MARTIN COUNTY,N/A, -   ,N/A," 311,000,000 ",SELLER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,40175,VERTELLUS,Surface Water," 7,512,553 ",325180," 7,512,553 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,90880,HOLCIM US INC,Groundwater," 3,225,000 ",327310," 3,225,000 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,147410,CHAPARRAL STEEL MIDLOTHIAN LP,Surface Water," 69,960,600 ",331110," 69,960,600 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 517,751,639 ",336200,CITY OF GRAND PRAIRIE,Surface Water," 517,751,652 ",N/A," 517,751,652 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 315,328,200 ",581500,MOUNTAIN PEAK SUD,Surface Water," 306,189,700 ",N/A," 306,189,700 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,604050,NIAGARA LASALLE CORPORATION,Surface Water," 225,000 ",331221," 225,000 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 820,886,262 ",737500,ROCKETT SUD,Surface Water," 820,876,262 ",N/A," 820,876,262 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 256,527,953 ",774000,SARDIS LONE ELM WSC,Surface Water," 283,290,851 ",N/A," 283,290,851 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 31,214,700 ",853452,"Martin Marietta North Texas Cement, LLC-MIDLOTHIAN CEMENT PLANT",Surface Water," 31,214,700 ",327310," 31,214,700 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 149,525,100 ",901400,CITY OF VENUS,Surface Water," 150,465,331 ",N/A," 150,465,331 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 19,138,000 ",1103171,GERDAU AMERISTEEL,N/A, -   ,331110," 19,138,000 ",SELLER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 126,740,000 ",1103582,MIDLOTHIAN ENERGY,Surface Water," 134,422,100 ",221112," 134,422,100 ",BUYER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 160,046,000 ",1106578,GOOGLE-MIDLOTHIAN SITE,N/A, -   ,518210," 160,046,000 ",SELLER-VOLUME
2023,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 75,489,300 ",1107162,"SUNOPTA FOOD AND GRAINS, INC.",N/A, -   ,N/A," 75,489,300 ",SELLER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,40175,VERTELLUS,Surface Water," 7,614,000 ",325180," 7,614,000 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,90880,HOLCIM US INC,Groundwater," 2,471,000 ",327310," 2,471,000 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,147410,CHAPARRAL STEEL MIDLOTHIAN LP,Surface Water," 72,104,300 ",331110," 72,104,300 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 659,338,095 ",336200,CITY OF GRAND PRAIRIE,Surface Water," 631,873,894 ",N/A," 631,873,894 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 374,039,800 ",581500,MOUNTAIN PEAK SUD,Surface Water," 372,229,500 ",N/A," 372,229,500 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,N/A, -   ,604050,NIAGARA LASALLE CORPORATION,Surface Water," 255,000 ",331221," 255,000 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 638,009,425 ",737500,ROCKETT SUD,Surface Water," 642,388,314 ",N/A," 642,388,314 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 261,946,013 ",774000,SARDIS LONE ELM WSC,Surface Water," 262,112,037 ",N/A," 262,112,037 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 13,456,600 ",853452,"Martin Marietta North Texas Cement, LLC-MIDLOTHIAN CEMENT PLANT",Surface Water," 13,456,600 ",327310," 13,456,600 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 124,859,800 ",901400,CITY OF VENUS,Surface Water," 118,905,800 ",N/A," 118,905,800 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 13,865,000 ",1103171,GERDAU AMERISTEEL,N/A, -   ,N/A," 13,865,000 ",SELLER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 153,056,500 ",1103582,MIDLOTHIAN ENERGY,Surface Water," 153,056,500 ",221112," 153,056,500 ",BUYER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 97,664,000 ",1106578,SHARKA LLC,N/A, -   ,518210," 97,664,000 ",SELLER-VOLUME
2022,566200,CITY OF MIDLOTHIAN,ELLIS,Surface Water," 14,218,600 ",1106767,MIDLOTHIAN LAKESIDE VILLAS,N/A, -   ,N/A," 14,218,600 ",SELLER-VOLUME
2023,568506,DELTA COUNTY MUD,DELTA,Surface Water," 6,502,200 ",929000,WEST DELTA WSC,Surface Water," 6,478,900 ",N/A," 6,478,900 ",BUYER-VOLUME
2022,568506,DELTA COUNTY MUD,DELTA,Surface Water," 5,447,500 ",929000,WEST DELTA WSC,Surface Water," 6,975,000 ",N/A," 6,975,000 ",BUYER-VOLUME
2023,569950,MILLERSVIEW-DOOLE WSC,CONCHO,N/A, -   ,50700,CITY OF BALLINGER,Surface Water," 161,899,000 ",N/A," 161,899,000 ",BUYER-VOLUME
2023,569950,MILLERSVIEW-DOOLE WSC,CONCHO,N/A, -   ,398970,VALLEY PROTEINS INC-TOM GREEN PLANT,Surface Water," 10,960,400 ",311613," 10,960,400 ",BUYER-VOLUME
2023,569950,MILLERSVIEW-DOOLE WSC,CONCHO,N/A," 14,236,900 ",639530,CITY OF PAINT ROCK WATER SYSTEMS,Groundwater," 14,236,900 ",N/A," 14,236,900 ",BUYER-VOLUME
2022,569950,MILLERSVIEW-DOOLE WSC,CONCHO,N/A, -   ,50700,CITY OF BALLINGER,Surface Water," 148,283,000 ",N/A," 148,283,000 ",BUYER-VOLUME
2022,569950,MILLERSVIEW-DOOLE WSC,CONCHO,N/A, -   ,398970,VALLEY PROTEINS INC-TOM GREEN PLANT,Surface Water," 9,888,500 ",311613," 9,888,500 ",BUYER-VOLUME
2022,569950,MILLERSVIEW-DOOLE WSC,CONCHO,N/A," 15,577,600 ",639530,CITY OF PAINT ROCK WATER SYSTEMS,Groundwater," 14,557,680 ",N/A," 14,557,680 ",BUYER-VOLUME
2023,569980,MILLS ROAD MUD,HARRIS,N/A, -   ,611020,MMIA-NORTHWEST HARRIS COUNTY MUD 9,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,569980,MILLS ROAD MUD,HARRIS,Groundwater," 5,080,000 ",611020,MMIA-NORTHWEST HARRIS COUNTY MUD 9,Groundwater," 5,080,000 ",N/A," 5,080,000 ",BUYER-VOLUME
2023,571000,CITY OF MINEOLA,WOOD,Groundwater," 824,000 ",97650,TRINIDAD/BENHAM & COMPANY INC,Groundwater," 822,600 ",311999," 822,600 ",BUYER-VOLUME
2023,571000,CITY OF MINEOLA,WOOD,N/A, -   ,611450,MM-MINEOLA RM,Surface Water," 3,512,300 ",327320," 3,512,300 ",BUYER-VOLUME
2022,571000,CITY OF MINEOLA,WOOD,Groundwater," 874,100 ",97650,TRINIDAD/BENHAM & COMPANY INC,Groundwater," 934,600 ",311999," 934,600 ",BUYER-VOLUME
2022,571000,CITY OF MINEOLA,WOOD,N/A, -   ,611450,MM-MINEOLA RM,Surface Water," 2,204,200 ",327320," 2,204,200 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,N/A, -   ,132450,CANTEX INC,Surface Water," 1,962,000 ",326122," 1,962,000 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 25,546,300 ",334335,CITY OF GRAFORD,Surface Water," 25,545,700 ",N/A," 25,545,700 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 27,132,900 ",569985,MILLSAP WSC,Surface Water," 27,132,900 ",N/A," 27,132,900 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,N/A, -   ,603655,NEW TRONICS LTD,Surface Water," 15,100 ",334220," 15,100 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 93,192,600 ",610030,NORTH RURAL WSC,Surface Water," 92,494,500 ",N/A," 92,494,500 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 24,845,800 ",641670,PALO PINTO WSC,Surface Water," 22,015,900 ",N/A," 22,015,900 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 80,867,200 ",771330,SANTO SUD,Surface Water," 80,867,200 ",N/A," 80,867,200 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 63,408,400 ",827152,STURDIVANT PROGRESS WSC,Surface Water," 63,408,400 ",N/A," 63,408,400 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,N/A, -   ,889406,Meridian Brick-MINERAL WELLS PLANT,Surface Water," 301,100 ",327120," 301,100 ",BUYER-VOLUME
2023,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 55,205,000 ",1103536,PARKER COUNTY SUD-SURFACE PLANT,Surface Water," 55,071,000 ",N/A," 55,071,000 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,N/A, -   ,132450,CANTEX INC,Surface Water," 2,213,000 ",326122," 2,213,000 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 20,870,500 ",334335,CITY OF GRAFORD,Surface Water," 20,870,500 ",N/A," 20,870,500 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 33,208,000 ",569985,MILLSAP WSC,Surface Water," 33,198,000 ",N/A," 33,198,000 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,N/A, -   ,603655,NEW TRONICS LTD,Surface Water," 15,100 ",334220," 15,100 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 102,845,700 ",610030,NORTH RURAL WSC,Surface Water," 102,443,600 ",N/A," 102,443,600 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 29,524,100 ",641670,PALO PINTO WSC,Surface Water," 29,549,000 ",N/A," 29,549,000 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 90,416,900 ",771330,SANTO SUD,Surface Water," 91,945,200 ",N/A," 91,945,200 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 65,193,500 ",827152,STURDIVANT PROGRESS WSC,Surface Water," 67,722,500 ",N/A," 67,722,500 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,N/A, -   ,889406,Meridian Brick-MINERAL WELLS PLANT,Surface Water," 1,616,100 ",327120," 1,616,100 ",BUYER-VOLUME
2022,571490,CITY OF MINERAL WELLS,PALO PINTO,Surface Water," 89,762,000 ",1103536,PARKER COUNTY SUD-SURFACE PLANT,Surface Water," 94,572,000 ",N/A," 94,572,000 ",BUYER-VOLUME
2023,572200,CITY OF MISSION,HIDALGO,Surface Water," 22,840,000 ",849155,RIO GRANDE JUICE COMPANY-PROCESSING PLANT,Surface Water," 24,423,000 ",311411," 24,423,000 ",BUYER-VOLUME
2023,572200,CITY OF MISSION,HIDALGO,N/A, -   ,899706,ALAMO CONCRETE PRODUCTS CO-MISSION READY MIX PLANT,Surface Water," 1,103,860 ",327320," 1,103,860 ",BUYER-VOLUME
2023,572200,CITY OF MISSION,HIDALGO,Surface Water," 13,830,000 ",1101162,OTHER MANUFACTURING HIDALGO COUNTY,N/A, -   ,N/A," 13,830,000 ",SELLER-VOLUME
2022,572200,CITY OF MISSION,HIDALGO,Surface Water," 23,324,000 ",849155,RIO GRANDE JUICE COMPANY-PROCESSING PLANT,Surface Water," 22,044,000 ",311411," 22,044,000 ",BUYER-VOLUME
2022,572200,CITY OF MISSION,HIDALGO,N/A, -   ,899706,ALAMO CONCRETE PRODUCTS CO-MISSION READY MIX PLANT,Surface Water," 2,358,000 ",327320," 2,358,000 ",BUYER-VOLUME
2022,572200,CITY OF MISSION,HIDALGO,Surface Water," 14,513,000 ",1101162,OTHER MANUFACTURING HIDALGO COUNTY,N/A, -   ,N/A," 14,513,000 ",SELLER-VOLUME
2023,572250,MISSION BEND MUD 1,HARRIS,Groundwater," 112,974,000 ",1102906,MISSION BEND INTEGRATED SYSTEM,N/A, -   ,N/A," 112,974,000 ",SELLER-VOLUME
2022,572250,MISSION BEND MUD 1,HARRIS,Groundwater," 195,185,258 ",1102906,MISSION BEND INTEGRATED SYSTEM,N/A, -   ,N/A," 195,185,258 ",SELLER-VOLUME
2023,572251,MISSION BEND MUD 2,HARRIS,N/A, -   ,572250,SI ENVIRONMENTAL LLC-MISSION BEND MUD 1,N/A, -   ,N/A, -   ,SELLER-VOLUME
2022,572251,MISSION BEND MUD 2,HARRIS,N/A, -   ,572250,SI ENVIRONMENTAL LLC-MISSION BEND MUD 1,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,572995,MITCHELL COUNTY UTILITY,MITCHELL,N/A, -   ,861650,LUMINANT GENERATION COMPANY LLC-MORGAN CREEK STEAM ELECTRIC STATION,Groundwater," 375,169 ",221112," 375,169 ",BUYER-VOLUME
2023,572995,MITCHELL COUNTY UTILITY,MITCHELL,Groundwater," 12,924,019 ",928100,WESTBROOK ISD,Groundwater," 12,924,019 ",N/A," 12,924,019 ",BUYER-VOLUME
2023,572995,MITCHELL COUNTY UTILITY,MITCHELL,Groundwater," 316,927 ",1106565,TX DOT MITCHELL COUNTY SAFETY REST AREA,N/A, -   ,N/A," 316,927 ",SELLER-VOLUME
2022,572995,MITCHELL COUNTY UTILITY,MITCHELL,N/A, -   ,861650,LUMINANT GENERATION COMPANY LLC-MORGAN CREEK STEAM ELECTRIC STATION,Groundwater," 694,000 ",221112," 694,000 ",BUYER-VOLUME
2022,572995,MITCHELL COUNTY UTILITY,MITCHELL,Groundwater," 13,384,807 ",928100,WESTBROOK ISD,Groundwater," 11,649,738 ",N/A," 11,649,738 ",BUYER-VOLUME
2022,572995,MITCHELL COUNTY UTILITY,MITCHELL,N/A, -   ,1106565,TX DOT MITCHELL COUNTY SAFETY REST AREA,N/A, -   ,N/A, -   ,SELLER-VOLUME
2023,574200,CITY OF MONAHANS,WARD,Groundwater," 144,981,000 ",604365,SOUTHWEST SANDHILLS WSC,Groundwater," 119,015,000 ",N/A," 119,015,000 ",BUYER-VOLUME
2022,574200,CITY OF MONAHANS,WARD,Groundwater," 147,397,000 ",604365,SOUTHWEST SANDHILLS WSC,Groundwater," 100,538,800 ",N/A," 100,538,800 ",BUYER-VOLUME
2023,576088,MONTGOMERY COUNTY MUD 88,MONTGOMERY,Groundwater," 44,201,000 ",820015,MUNICIPAL OPERATIONS & CONSULTING INC-SPRING CREEK UD,N/A, -   ,N/A," 44,201,000 ",SELLER-VOLUME
2022,576088,MONTGOMERY COUNTY MUD 88,MONTGOMERY,Groundwater," 69,802,000 ",820015,MUNICIPAL OPERATIONS & CONSULTING INC-SPRING CREEK UD,N/A, -   ,N/A," 69,802,000 ",SELLER-VOLUME
2023,576089,MONTGOMERY COUNTY MUD 89,MONTGOMERY,Groundwater," 134,076,000 ",576088,MUNICIPAL OPERATIONS & CONSULTING INC-MONTGOMERY COUNTY MUD 88,Groundwater," 134,076,000 ",N/A," 134,076,000 ",BUYER-VOLUME
2023,576089,MONTGOMERY COUNTY MUD 89,MONTGOMERY,Groundwater," 137,219,000 ",820015,MUNICIPAL OPERATIONS & CONSULTING INC-SPRING CREEK UD,Groundwater," 137,219,000 ",N/A," 137,219,000 ",BUYER-VOLUME
2022,576089,MONTGOMERY COUNTY MUD 89,MONTGOMERY,Groundwater," 146,837,000 ",576088,MUNICIPAL OPERATIONS & CONSULTING INC-MONTGOMERY COUNTY MUD 88,Groundwater," 147,073,000 ",N/A," 147,073,000 ",BUYER-VOLUME
2022,576089,MONTGOMERY COUNTY MUD 89,MONTGOMERY,Groundwater," 175,399,000 ",820015,MUNICIPAL OPERATIONS & CONSULTING INC-SPRING CREEK UD,Groundwater," 175,640,000 ",N/A," 175,640,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 4,566,000 ",153580,ONEOK HYDROCARBON SOUTHWEST LLC-MONT BELVIEU PLT (MB1),Groundwater," 3,758,000 ",486210," 3,758,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 7,664,000 ",227500,ENTERPRISE PRODUCTS OPERATING LP-EAST STORAGE/SPLITTER III,Surface Water," 4,919,000 ",324110," 4,919,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 10,560,000 ",268617,ENTERPRISE PRODUCTS OPERATING LP-MONT BELVIEU COMPLEX,Groundwater," 12,829,140 ",324110," 12,829,140 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 4,932,000 ",274998,EXXON MOBIL CORPORATION-MONT BELVIEU PLASTICS PLANT,Groundwater," 4,780,000 ",325211," 4,780,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 113,000 ",322711,ONEOK HYDROCARBON SOUTHWEST LLC-STORAGE UNIT (MBS),Groundwater," 798,000 ",493190," 798,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 4,719,000 ",918450,TARGA MIDSTREAM SERVICES-(CBF) MONT BELVIEU PLANT 158,Groundwater," 2,416,000 ",486210," 2,416,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 1,397,000 ",918451,TARGA MIDSTREAM SERVICES-MONT BELVIEU TERMINAL,Groundwater," 3,699,000 ",424710," 3,699,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 1,896,000 ",1103391,POL-TEX INTERNATIONAL,N/A, -   ,325991," 1,896,000 ",SELLER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 2,315,000 ",1103634,ONEOK HYDROCARBON L.P-CHAMBERS COUNTY,Groundwater," 2,786,000 ",486210," 2,786,000 ",BUYER-VOLUME
2023,576200,CITY OF MONT BELVIEU,CHAMBERS,N/A, -   ,1104054,EQUISTAR CHEMICALS LP-MONT BELVIEU FACILITY,Groundwater," 120,000 ",486990," 120,000 ",BUYER-VOLUME
2022,576200,CITY OF MONT BELVIEU,CHAMBERS,Groundwater," 2,545,000 ",153580,ONEOK HYDROCARBON SOUTHWEST LLC-MONT BELVIEU PLT (MB1),Groundwater," 1,635,000 ",486210," 1,635,000 ",BUYER-VOLUME
