TWDB Survey Number,TCEQ PWS Code,PWS Name,Wholesale System?,Water Use Survey Form Type,PWS System Class
566200,TX0700005,CITY OF MIDLOTHIAN,N,Municipal Long,Municipal
567025,TX1700670,WHITE OAK RANCH SECTION ONE,N,Municipal Long,Private/IOU
567100,TX1570003,CITY OF MIDWAY,N,Municipal Long,Municipal
567500,TX1660009,MILANO WSC,N,Municipal Long,Water Supply Corporation
568506,TX0600018,DELTA COUNTY MUD,N,Municipal Long,District 
568600,TX2000002,CITY OF MILES,N,Municipal Long,Municipal
569400,TX0700006,CITY OF MILFORD,N,Municipal Long,Municipal
569410,TX0310147,MILITARY HWY WSC DEL MAR HEIGHTS,N,Municipal Long,Water Supply Corporation
569420,TX0930054,MILL CREEK ESTATES,N,Municipal Long,Private/IOU
569900,TX1120016,MILLER GROVE WSC,N,Municipal Long,Water Supply Corporation
569905,TX1520158,WALNUT GROVE MHP,N,Municipal Short,Mobile Home Park
569950,TX0480015,MILLERSVIEW-DOOLE WSC,N,Municipal Long,Water Supply Corporation
569960,TX0430041,MILLIGAN WSC,N,Municipal Long,Water Supply Corporation
569980,TX1011107,MILLS ROAD MUD,N,Municipal Long,District 
569985,TX1840007,MILLSAP WSC,N,Municipal Long,Water Supply Corporation
570500,TX2010005,MINDEN-BRACHFIELD WSC,N,Municipal Long,Water Supply Corporation
571000,TX2500002,CITY OF MINEOLA,N,Municipal Long,Municipal
571490,TX1820001,CITY OF MINERAL WELLS,N,Municipal Long,Municipal
571600,TX1660010,MINERVA WSC,N,Municipal Long,Water Supply Corporation
571620,TX1820008,CITY OF MINGUS,N,Municipal Long,Municipal
571800,TX2400025,MIRANDO CITY WSC,N,Municipal Long,Water Supply Corporation
572200,TX1080008,CITY OF MISSION,N,Municipal Long,Municipal
572250,TX1011718,MISSION BEND MUD 1,N,Municipal Long,District 
572251,TX1011826,MISSION BEND MUD 2,N,Municipal Long,District 
572995,TX1680004,MITCHELL COUNTY UTILITY,N,Municipal Long,Private/IOU
573200,TX1390010,M J C WSC,N,Municipal Long,Water Supply Corporation
573300,TX0030026,M & M WSC,N,Municipal Long,Water Supply Corporation
573400,TX2420004,MOBEETIE CITY WATER WORKS,N,Municipal Long,Municipal
573455,TX1810077,MOBILE ESTATES MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
574000,TX0140028,MOFFAT WSC,N,Municipal Long,Water Supply Corporation
574107,TX1260039,BLUE WATER OAKS ESTATES,N,Municipal Long,Private/IOU
574109,TX1260038,TWIN CREEK SUBDIVISION,N,Municipal Long,Private/IOU
574110,TX1260035,RIDGECREST ADDITION & MISTY HOLLOW,N,Municipal Long,Private/IOU
574200,TX2380001,CITY OF MONAHANS,N,Municipal Long,Municipal
575800,TX1690004,MONTAGUE WATER SYSTEM,N,Municipal Long,Private/IOU
576000,TX0010023,MONTALBA WSC,N,Municipal Long,Water Supply Corporation
576088,TX1700776,MONTGOMERY COUNTY MUD 88,N,Municipal Long,District 
576089,TX1700717,MONTGOMERY COUNTY MUD 89,N,Municipal Long,District 
576098,TX1700746,MONTGOMERY COUNTY MUD 98,N,Municipal Long,District 
576200,TX0360017,CITY OF MONT BELVIEU,N,Municipal Long,Municipal
576600,TX1700022,CITY OF MONTGOMERY,N,Municipal Long,Municipal
576601,TX1700309,THE WOODLANDS METRO CENTER MUD,N,Municipal Long,District 
576610,TX1700142,MONTGOMERY COUNTY FWSD 6,N,Municipal Long,District 
576630,TX1700749,MONTGOMERY COUNTY MUD 99,N,Municipal Long,District 
576631,TX1700762,MONTGOMERY COUNTY MUD 112,N,Municipal Long,District 
576632,TX1700770,MONTGOMERY COUNTY MUD 115,N,Municipal Long,District 
576634,TX1700471,THE WOODLANDS MUD 1,N,Municipal Long,District 
576635,TX1700115,MONTGOMERY COUNTY UD 2,N,Municipal Long,District 
576636,TX1700116,MONTGOMERY COUNTY UD 3,N,Municipal Long,District 
576637,TX1700286,MONTGOMERY COUNTY UD 4,N,Municipal Long,District 
576638,TX1700090,MONTGOMERY COUNTY MUD 6,N,Municipal Long,District 
576639,TX1700169,MONTGOMERY COUNTY MUD 7,N,Municipal Long,District 
576640,TX1700176,MONTGOMERY COUNTY MUD 8,N,Municipal Long,District 
576641,TX1700220,MONTGOMERY COUNTY MUD 9,N,Municipal Long,District 
576642,TX1700118,MONTGOMERY COUNTY MUD 15,N,Municipal Long,Municipal
576643,TX1700164,MONTGOMERY COUNTY MUD 16 WHITE OAK PLANT,N,Municipal Long,District 
576644,TX1700319,MONTGOMERY COUNTY MUD 19,N,Municipal Long,District 
576645,TX1700269,MONTGOMERY COUNTY MUD 24 COUNTRY COLONY,N,Municipal Long,District 
576646,TX1700348,MONTGOMERY COUNTY MUD 46,N,Municipal Long,District 
576648,TX1700139,MONTGOMERY COUNTY MUD 36,N,Municipal Long,District 
576649,TX1700332,MONTGOMERY COUNTY MUD 39,N,Municipal Long,District 
576650,TX1700119,MONTGOMERY COUNTY WCID 1,N,Municipal Long,District 
576651,TX1700458,MONTGOMERY COUNTY MUD 47,N,Municipal Long,District 
576653,TX1700320,MONTGOMERY COUNTY MUD 42,N,Municipal Long,District 
576655,TX1700074,MONTGOMERY PLACE WATER SYSTEM,N,Municipal Long,Private/IOU
576657,TX1700546,MONTGOMERY COUNTY MUD 18,N,Municipal Long,District 
576658,TX1700554,MONTGOMERY COUNTY MUD 67,N,Municipal Long,District 
576659,TX1700470,MONTGOMERY COUNTY MUD 60,N,Municipal Long,District 
576661,TX1700489,MONTGOMERY COUNTY MUD 56,N,Municipal Long,District 
576670,TX2290015,BARLOW LAKE ESTATES,N,Municipal Long,Private/IOU
576675,TX1700581,MONTGOMERY COUNTY MUD 83,N,Municipal Long,District 
576684,TX1700743,MONTGOMERY COUNTY MUD 84,N,Municipal Long,District 
576694,TX1700716,MONTGOMERY COUNTY MUD 94,N,Municipal Long,District 
577400,TX1550006,CITY OF MOODY,N,Municipal Long,Municipal
577450,TX0810038,MOODY WATER SYSTEM,N,Municipal Long,Private/IOU
577820,TX1110102,MOORE ESTATES,N,Municipal Long,Private/IOU
577850,TX1110006,MOORELAND WATER COMPANY,N,Municipal Long,Private/IOU
577870,TX2270114,MOORELAND SUBDIVISION,N,Municipal Long,Private/IOU
577875,TX0200094,MOORELAND SUBDIVISION WATER SYSTEM,N,Municipal Long,Private/IOU
577900,TX1070055,MOORE STATION WSC,N,Municipal Long,Water Supply Corporation
578000,TX0730015,MOOREVILLE WSC,N,Municipal Long,Water Supply Corporation
578055,TX1550127,MOORES WATER SYSTEM,N,Municipal Long,Private/IOU
578100,TX0820012,MOORE WSC,N,Municipal Long,Water Supply Corporation
578109,TX2090002,CITY OF MORAN,N,Municipal Long,Municipal
578200,TX0180018,CITY OF MORGAN,N,Municipal Long,Municipal
578300,TX0720012,MORGAN MILL WSC,N,Municipal Long,Water Supply Corporation
578600,TX1010087,CITY OF MORGANS POINT,N,Municipal Long,Municipal
578620,TX0140116,CITY OF MORGANS POINT RESORT,N,Municipal Long,Municipal
578975,TX0610091,CITY OF HACKBERRY,N,Municipal Long,Municipal
579000,TX0980003,MORSE WSC,N,Municipal Long,Water Supply Corporation
579800,TX0400001,CITY OF MORTON,N,Municipal Long,Municipal
579990,TX1011685,MORTON ROAD MUD,N,Municipal Long,District 
580030,TX0670018,MORTON VALLEY WSC,N,Municipal Long,Water Supply Corporation
580150,TX0180019,MOSHEIM WSC,N,Municipal Long,Water Supply Corporation
580210,TX1870008,MOSCOW WSC 1,N,Municipal Long,Water Supply Corporation
580300,TX0490017,MOSS LAKE WSC,N,Municipal Long,Water Supply Corporation
580600,TX1430002,CITY OF MOULTON,N,Municipal Long,Municipal
581200,TX1090005,CITY OF MOUNT CALM,N,Municipal Long,Municipal
581290,TX1050062,CITY OF MOUNTAIN CITY,N,Municipal Long,Municipal
581425,TX1840077,RJR WATER,N,Municipal Long,Private/IOU
581450,TX0490027,MOUNTAIN SPRINGS WSC,N,Municipal Long,Water Supply Corporation
581500,TX0700042,MOUNTAIN PEAK SUD,N,Municipal Long,District 
581700,TX0500020,MOUNTAIN WSC,N,Municipal Long,Water Supply Corporation
581900,TX2010023,MT ENTERPRISE WSC,N,Municipal Long,Water Supply Corporation
582100,TX1700669,MOSTYN MANOR,N,Municipal Long,Private/IOU
582101,TX1700763,SONOMA RIDGE-MCCALL SOUND,N,Municipal Long,Water Supply Corporation
582250,TX2250001,CITY OF MOUNT PLEASANT,N,Municipal Long,Municipal
582255,TX1700423,MOUNT PLEASANT VILLAGE WATER SYSTEM,N,Municipal Long,Private/IOU
582275,TX1010728,MOUNT HOUSTON ROAD MUD,N,Municipal Long,District 
583010,TX2120034,MOUNT SYLVAN WATER SYSTEM,N,Municipal Long,Private/IOU
583020,TX1990010,MOUNT ZION WSC,N,Municipal Long,Water Supply Corporation
583800,TX0800001,CITY OF MOUNT VERNON,N,Municipal Long,Municipal
584000,TX1550037,M S WSC,N,Municipal Long,Water Supply Corporation
584600,TX0490002,CITY OF MUENSTER,N,Municipal Long,Municipal
584648,TX1210049,MULBERRY WATER SUPPLY BROOKELAND FWSD,N,Municipal Long,Private/IOU
585400,TX0090001,MULESHOE MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
586000,TX0610195,MULLINS MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
586075,TX0500044,MULTI-COUNTY WSC,N,Municipal Long,Water Supply Corporation
586200,TX1380003,CITY OF MUNDAY,N,Municipal Long,Municipal
587500,TX1070027,CITY OF MURCHISON,N,Municipal Long,Municipal
587600,TX1830010,MURVAUL WSC,N,Municipal Long,Water Supply Corporation
587601,TX1830027,SOUTH MURVAUL WSC,N,Municipal Long,Water Supply Corporation
587650,TX0430042,CITY OF MURPHY,N,Municipal Long,Municipal
587750,TX0180038,MUSTANG VALLEY WSC,N,Municipal Long,Water Supply Corporation
588300,TX0490019,MYRA WATER SYSTEM,N,Municipal Long,Private/IOU
588500,TX2340014,MYRTLE SPRINGS WSC,N,Municipal Long,Water Supply Corporation
588525,TX2270044,MYSTIC OAKS WATER,N,Municipal Long,Private/IOU
592000,TX1740003,CITY OF NACOGDOCHES,N,Municipal Long,Municipal
592020,TX1740029,NACOGDOCHES COUNTY MUD 1,N,Municipal Long,District 
592080,TX2270220,NAMELESS HOLLOW CONDOMINIUMS,N,Municipal Short,Private/IOU
592800,TX1720003,CITY OF NAPLES,N,Municipal Long,Municipal
592900,TX0190006,CITY OF NASH,N,Municipal Long,Municipal
593000,TX0700025,NASH FORRESTON WSC,N,Municipal Long,Water Supply Corporation
593050,TX1010152,CITY OF NASSAU BAY,N,Municipal Long,Municipal
593610,TX1630009,CITY OF NATALIA,N,Municipal Long,Municipal
596500,TX1750024,NAVARRO MILLS WSC,N,Municipal Long,Water Supply Corporation
596800,TX0930001,CITY OF NAVASOTA,N,Municipal Long,Municipal
596900,TX0350003,NAZARETH MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
597000,TX0010024,NECHES WSC,N,Municipal Long,Water Supply Corporation
597050,TX1230006,CITY OF NEDERLAND,N,Municipal Long,Municipal
597600,TX0790001,CITY OF NEEDVILLE,N,Municipal Long,Municipal
599300,TX0430053,NEVADA SUD,N,Municipal Long,Water Supply Corporation
600000,TX2490008,CITY OF NEWARK,N,Municipal Long,Municipal
600500,TX1630024,NEW ALSACE WSC,N,Municipal Long,Water Supply Corporation
600900,TX0840021,GALVESTON COUNTY MUD 12,N,Municipal Long,District 
601000,TX0190003,CITY OF NEW BOSTON,N,Municipal Long,Municipal
601600,TX0460001,NEW BRAUNFELS UTILITIES,N,Municipal Long,Municipal
601650,TX1700101,NEW CANEY MUD,N,Municipal Long,District 
601670,TX2520002,CITY OF NEWCASTLE,N,Municipal Long,Municipal
601700,TX0370027,NEW CONCORD WSC,N,Municipal Long,Water Supply Corporation
602000,TX1520015,CITY OF NEW DEAL,N,Municipal Long,Municipal
602211,TX1000062,NEW FOREST ESTATES WATER SYSTEM,N,Municipal Long,Water Supply Corporation
602410,TX2410009,H & L NEW GULF,N,Municipal Long,Institutions/Facilities
602700,TX1530004,CITY OF NEW HOME,N,Municipal Long,Municipal
602900,TX2500008,NEW HOPE SUD,N,Municipal Long,Water Supply Corporation
603000,TX2010024,CITY OF NEW LONDON,N,Municipal Long,Municipal
603080,TX1010362,NEWPORT MUD,N,Municipal Long,District 
603100,TX2010025,NEW PROSPECT WSC PLANT 1,N,Municipal Long,Water Supply Corporation
603170,TX0320011,NEWSOME WSC,N,Municipal Long,Water Supply Corporation
603200,TX1760001,CITY OF NEWTON,N,Municipal Long,Municipal
603700,TX0370028,CITY OF NEW SUMMERFIELD,N,Municipal Long,Municipal
603750,TX0080014,NEW ULM WSC,N,Municipal Long,Water Supply Corporation
603800,TX2360003,CITY OF NEW WAVERLY,N,Municipal Long,Municipal
604125,TX0790261,NIAGRA PUBLIC WATER SUPPLY,N,Municipal Long,Private/IOU
604206,TX0150486,NICO TYME WATER COOP,N,Municipal Long,Private/IOU
604365,TX2380028,SOUTHWEST SANDHILLS WSC,N,Municipal Long,Water Supply Corporation
604800,TX0890002,CITY OF NIXON,N,Municipal Long,Municipal
605600,TX1690002,CITY OF NOCONA,N,Municipal Long,Municipal
605660,TX1690009,NOCONA HILLS WSC,N,Municipal Long,Water Supply Corporation
605790,TX2280006,NOGALUS CENTRALIA WSC,N,Municipal Long,Water Supply Corporation
605900,TX1770003,NOLAN COUNTY FWSD 1,N,Municipal Long,District 
605940,TX1110080,NOLAN CREEK ESTATES,N,Municipal Long,Private/IOU
605950,TX1260099,NOLAN RIVER ESTATES,N,Municipal Long,Private/IOU
606050,TX0140031,BELL COUNTY WCID 3,N,Municipal Long,District 
606100,TX1230039,CITY OF NOME,N,Municipal Long,Municipal
606200,TX1010337,NORTHAMPTON MUD,N,Municipal Long,District 
606400,TX0620002,CITY OF NORDHEIM,N,Municipal Long,Municipal
607400,TX1450004,CITY OF NORMANGEE,N,Municipal Long,Municipal
607425,TX1080029,NORTH ALAMO WSC,N,Municipal Long,Water Supply Corporation
607435,TX2270226,NORTH AUSTIN MUD 1,N,Municipal Long,District 
607440,TX2270227,WELLS BRANCH MUD 1,N,Municipal Long,District 
607455,TX1011737,NORTH BELT UTILITY DISTRICT,N,Municipal Long,District 
607463,TX0150208,NORTH BREEZE MHP,N,Municipal Long,Mobile Home Park
607465,TX1550088,NORTH BOSQUE WSC,N,Municipal Long,Water Supply Corporation
607466,TX1550129,NORTH BOSQUE ESTATES WATER SUPPLY,N,Municipal Long,Private/IOU
607468,TX1380009,NORTH CENTRAL TEXAS MUNICIPAL WATER AUTH,N,Municipal Long,Authority
607470,TX0370018,NORTH CHEROKEE WSC,N,Municipal Long,Water Supply Corporation
607475,TX1700623,NORTHCREST RANCH WATER SYSTEM,N,Municipal Long,Private/IOU
607505,TX0430055,NORTH COLLIN SUD,N,Municipal Long,Water Supply Corporation
607506,TX1700331,CRYSTAL SPRINGS SUBDIVISION,N,Municipal Long,Private/IOU
607507,TX2260020,CONCHO RURAL WATER NORTH CONCHO LAKE EST,N,Municipal Long,Private/IOU
607508,TX1260034,NORTHCREST ADDITION,N,Municipal Long,Private/IOU
607509,TX1550049,NORTH COUNTY WATER SUPPLY,N,Municipal Long,Private/IOU
607512,TX2390043,NORTHEAST WASHINGTON COUNTY,N,Municipal Long,Water Supply Corporation
607520,TX0430043,NORTH FARMERSVILLE WSC,N,Municipal Long,Water Supply Corporation
607529,TX1013077,NORTHGATE CROSSING MUD 1,N,Municipal Long,District 
607530,TX1010298,NORTH FOREST MUD,N,Municipal Long,District 
607532,TX1013078,NORTHGATE CROSSING MUD 2,N,Municipal Long,District 
607533,TX1110074,NORTH FORK CREEK,N,Municipal Long,Private/IOU
607534,TX0680013,NORTHGATE MOBILE HOME PARK 1,N,Municipal Short,Mobile Home Park
607536,TX1010331,NORTH GREEN MUD,N,Municipal Long,District 
607539,TX1980011,NORTH HAMILTON HILL WSC,N,Municipal Long,Water Supply Corporation
607540,TX1000015,NORTH HARDIN WSC,N,Municipal Long,Water Supply Corporation
607550,TX1020018,NORTH HARRISON WSC,N,Municipal Long,Water Supply Corporation
607701,TX0460221,WINDMILL RANCH SUBDIVISION,N,Municipal Long,Private/IOU
607830,TX1120017,NORTH HOPKINS WSC,N,Municipal Long,Water Supply Corporation
607850,TX1160039,NORTH HUNT SUD,N,Municipal Long,Water Supply Corporation
607860,TX1290021,NORTH KAUFMAN WSC,N,Municipal Long,Water Supply Corporation
607900,TX1660011,NORTH MILAM WSC,N,Municipal Long,Water Supply Corporation
607910,TX0790174,NORTH MISSION GLEN MUD,N,Municipal Long,District 
607925,TX0910126,NORTHERN HILLS WATER SERVICE,N,Municipal Long,Private/IOU
609850,TX2200063,CITY OF NORTH RICHLAND HILLS,N,Municipal Long,Municipal
609875,TX1010745,NORTH PARK PUD,N,Municipal Long,District 
609895,TX1460092,NORTHPARK WSC,N,Municipal Long,Water Supply Corporation
609948,TX2200326,NORTH RIDGE ESTATES,N,Municipal Long,Private/IOU
610018,TX2000005,NORTH RUNNELS WSC,N,Municipal Long,Water Supply Corporation
610030,TX1820009,NORTH RURAL WSC,N,Municipal Long,Water Supply Corporation
610040,TX2060003,NORTH SAN SABA WSC,N,Municipal Long,Water Supply Corporation
610400,TX2440003,NORTHSIDE WSC,N,Municipal Long,Water Supply Corporation
610707,TX2270264,NORTHTOWN MUD,N,Municipal Long,District 
610710,TX1520159,NORTH UNIVERSITY ESTATES,N,Municipal Long,Private/IOU
610715,TX2350049,NORTH VICTORIA UTILITIES,N,Municipal Long,Municipal
611011,TX1011256,NORTHWEST FREEWAY MUD,N,Municipal Long,District 
611015,TX1013258,NORTHWEST HARRIS COUNTY MUD 28,N,Municipal Long,District 
611016,TX1011008,NORTHWEST HARRIS COUNTY MUD 6,N,Municipal Long,District 
611017,TX1010884,NORTHWEST HARRIS COUNTY MUD 5,N,Municipal Long,District 
611019,TX1010593,NORTHWEST PARK MUD,N,Municipal Long,District 
611020,TX1011599,NORTHWEST HARRIS COUNTY MUD 9,N,Municipal Long,District 
611021,TX1011649,NORTHWEST HARRIS COUNTY MUD 10,N,Municipal Long,District 
611022,TX1011901,NORTHWEST HARRIS COUNTY MUD 12,N,Municipal Long,District 
611025,TX1011600,NORTHWEST HARRIS COUNTY MUD 15,N,Municipal Long,District 
611026,TX1011603,NORTHWEST HARRIS COUNTY MUD 16,N,Municipal Long,District 
611027,TX1011744,NORTHWEST HARRIS COUNTY MUD 21,N,Municipal Long,District 
611028,TX1011745,NORTHWEST HARRIS COUNTY MUD 22,N,Municipal Long,District 
611029,TX1011746,NORTHWEST HARRIS COUNTY MUD 23,N,Municipal Long,District 
611030,TX1011927,NORTHWEST HARRIS COUNTY MUD 19,N,Municipal Long,District 
611032,TX1011998,NORTHWEST HARRIS COUNTY MUD 20,N,Municipal Long,District 
611034,TX1012071,NORTHWEST HARRIS COUNTY MUD 24,N,Municipal Long,District 
611036,TX1012848,NORTHWEST HARRIS COUNTY MUD 36,N,Municipal Long,District 
611038,TX1012293,NORTHWEST HARRIS COUNTY MUD 29,N,Municipal Long,District 
611039,TX1012951,NORTHWEST HARRIS COUNTY MUD 30,N,Municipal Long,District 
611040,TX1013034,NORTHWEST HARRIS COUNTY MUD 32,N,Municipal Long,District 
611045,TX0860086,NORTHWEST HILLS WATER SUPPLY,N,Municipal Long,Private/IOU
611052,TX1230086,NORTHWEST FOREST MUD,N,Municipal Long,District 
611053,TX1011032,NORTHWEST PINES MOBILE HOME COMMUNITY,N,Municipal Short,Mobile Home Park
611070,TX1011956,NORTHWOODS MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
611072,TX1700160,NORTHWOODS WSC,N,Municipal Long,Water Supply Corporation
611073,TX1000060,NORTHWOODS SUBDIVISION,N,Municipal Long,Private/IOU
611400,TX1570004,NORTH ZULCH MUD,N,Municipal Long,District 
611500,TX0010047,NORWOOD WSC,N,Municipal Long,Water Supply Corporation
611515,TX1012315,NOTTINGHAM COUNTRY MUD,N,Municipal Long,District 
612210,TX1780005,NUECES COUNTY WCID 3,N,Municipal Long,District 
612215,TX1780052,NUECES WSC,N,Municipal Long,Water Supply Corporation
612645,TX0610167,OAK BEND HOMEOWNERS WATER SUPPLY,N,Municipal Long,Private/IOU
612648,TX0910072,3-D MOBILE HOME AND RV PARK,N,Municipal Short,Mobile Home Park
617230,TX1980017,OAK FOREST LAKEWAY MANOR,N,Municipal Long,Private/IOU
617430,TX1330018,OAK GROVE MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
617440,TX0190014,OAK GROVE WSC,N,Municipal Long,Water Supply Corporation
617500,TX2390005,OAK HILL FWSD 1,N,Municipal Long,District 
617510,TX0150156,OAK HILL ACRES MOBILE HOME SUBDIVISION,N,Municipal Short,Mobile Home Park
617580,TX1840095,OAK HILL MOBILE HOME PARK EAST,N,Municipal Short,Mobile Home Park
617700,TX2470009,OAK HILLS WSC,N,Municipal Long,Water Supply Corporation
617710,TX2370051,OAK HOLLOW SUBDIVISION,N,Municipal Long,Private/IOU
618025,TX1260104,OAK LEAF TRAIL,N,Municipal Long,Private/IOU
618148,TX1011049,OAKLAND VILLAGE MOBILE HOME COMMUNITY,N,Municipal Long,Mobile Home Park
618150,TX2010028,OAKLAND WSC,N,Municipal Long,Water Supply Corporation
618153,TX1050100,OAK MEADOWS,N,Municipal Long,Private/IOU
618156,TX1460100,OAK MEADOWS SUBDIVISION II AND III,N,Municipal Long,Private/IOU
618160,TX1930015,OAKMONT SADDLE MOUNTAIN WATER SYSTEM,N,Municipal Long,Water Supply Corporation
618175,TX0160013,OAK RIDGE WSC,N,Municipal Long,Water Supply Corporation
618185,TX1330134,OAK RIDGE ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
618300,TX1700025,CITY OF OAK RIDGE NORTH,N,Municipal Long,Municipal
618400,TX0910033,OAK RIDGE SOUTH GALE WSC,N,Municipal Long,Water Supply Corporation
618415,TX2270060,OAK SHORES WATER SYSTEM,N,Municipal Long,Private/IOU
618510,TX1690011,OAK SHORES WATER SYSTEM,N,Municipal Long,Private/IOU
618550,TX0200032,OAK MANOR MUD,N,Municipal Long,District 
618571,TX1260031,OAKRIDGE SQUARE MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
618574,TX2130031,OAK RIVER RANCH,N,Municipal Long,Private/IOU
618587,TX1870055,OAK TERRACE ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
618590,TX1110004,OAK TRAIL SHORES,N,Municipal Long,Private/IOU
618600,TX1260124,OAKRIDGE MOBILE HOME SUBDIVISION,N,Municipal Short,Mobile Home Park
618622,TX0160007,OAKS MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
618623,TX1013066,OAKS OF ROSEHILL,N,Municipal Long,Private/IOU
618624,TX1013050,LAKES OF ROSEHILL WATER SYSTEM,N,Municipal Long,Private/IOU
618628,TX1012981,OAKMONT PUD,N,Municipal Long,District 
618630,TX1260010,OAKVIEW FARMS SUBDIVISION,N,Municipal Long,Private/IOU
618800,TX1450003,CITY OF OAKWOOD,N,Municipal Long,Municipal
618810,TX1070217,OAKWOOD SUBDIVISION WATER SYSTEM,N,Municipal Long,Private/IOU
618825,TX1700454,OAK WOODS WATER SYSTEM,N,Municipal Long,Private/IOU
619000,TX1040005,CITY OF OBRIEN,N,Municipal Long,Municipal
619113,TX0360023,OCEAN MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
619200,TX2050004,CITY OF ODEM,N,Municipal Long,Municipal
619550,TX0680002,CITY OF ODESSA,N,Municipal Long,Municipal
622000,TX1530001,CITY OF ODONNELL,N,Municipal Long,Municipal
622400,TX0140020,OENAVILLE & BELFALLS WSC,N,Municipal Long,Water Supply Corporation
622800,TX0500003,CITY OF OGLESBY,N,Municipal Long,Municipal
623465,TX2400006,OILTON RURAL WSC,N,Municipal Long,Water Supply Corporation
623466,TX2440009,OKLAUNION WSC,N,Municipal Long,Water Supply Corporation
623468,TX0610268,OLD ALTON WATER,N,Municipal Long,Private/IOU
623480,TX2490036,OLD CHISOLM ESTATES,N,Municipal Long,Private/IOU
623540,TX0670020,OLDEN WSC,N,Municipal Long,Water Supply Corporation
623565,TX1020067,OLD TOWN WSC,N,Municipal Long,Water Supply Corporation
623597,TX0310026,OLMITO WSC,N,Municipal Long,Water Supply Corporation
623610,TX2520003,CITY OF OLNEY,N,Municipal Long,Municipal
623905,TX0360065,OLSEN ESTATES WATER SYSTEM,N,Municipal Long,Institutions/Facilities
624400,TX1400004,CITY OF OLTON,N,Municipal Long,Municipal
625200,TX1720004,CITY OF OMAHA,N,Municipal Long,Municipal
626010,TX1870009,ONALASKA WSC,N,Municipal Long,Water Supply Corporation
626050,TX2040019,ONE FIVE O WSC,N,Municipal Long,Water Supply Corporation
626055,TX1520067,SK MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
626700,TX2270059,ONION CREEK MEADOWS,N,Municipal Long,Private/IOU
626709,TX1100030,CITY OF OPDYKE WEST,N,Municipal Long,Municipal
626800,TX1810004,CITY OF ORANGE,N,Municipal Long,Municipal
626900,TX1810006,ORANGE COUNTY WCID 2,N,Municipal Long,District 
627600,TX1810186,ORANGEFIELD WSC,N,Municipal Long,Water Supply Corporation
628000,TX1010870,ORANGE GROVE WATER SUPPLY,N,Municipal Long,Water Supply Corporation
628400,TX1250002,CITY OF ORANGE GROVE,N,Municipal Long,Municipal
628425,TX0200323,BLUE SAGE GARDENS SUBDIVISION,N,Municipal Long,Private/IOU
628426,TX0200325,BRANDI ESTATES,N,Municipal Long,Private/IOU
628427,TX0200324,COLONY COVE SUBDIVISION WATER SYSTEM,N,Municipal Long,Private/IOU
628428,TX0200360,GRASSLANDS,N,Municipal Long,Private/IOU
628429,TX0200346,ROSHARON ROAD ESTATES SUBDIVISION,N,Municipal Long,Private/IOU
628430,TX0200335,SANDY MEADOW ESTATES SUBDIVISION,N,Municipal Long,Private/IOU
628431,TX0200275,CORONADO COUNTRY,N,Municipal Long,Private/IOU
628432,TX0200274,COUNTRY ACRE ESTATES,N,Municipal Long,Private/IOU
628433,TX0200273,COUNTRY MEADOWS,N,Municipal Long,Private/IOU
628840,TX0790037,CITY OF ORCHARD,N,Municipal Long,Municipal
629000,TX2300003,CITY OF ORE CITY,N,Municipal Long,Municipal
631600,TX2010002,CITY OF OVERTON,N,Municipal Long,Municipal
632000,TX0700067,CITY OF OVILLA,N,Municipal Long,Municipal
632850,TX0200607,OYSTER CREEK ESTATES,N,Municipal Short,Private/IOU
632905,TX0200230,CITY OF OYSTER CREEK,N,Municipal Long,Municipal
634000,TX0530012,CROCKETT COUNTY WCID 1 OZONA,N,Municipal Long,District 
635400,TX0860107,OAKVIEW WATER SYSTEM,N,Municipal Long,Private/IOU
635950,TX1012130,PADOK TIMBERS SUBDIVISION WS,N,Municipal Long,Private/IOU
635951,TX1012710,K LAKE TERRACE,N,Municipal Long,Private/IOU
635952,TX1012868,K ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
635953,TX1012260,ROVING MEADOWS WATER SYSTEM,N,Municipal Long,Private/IOU
639000,TX0510001,CITY OF PADUCAH,N,Municipal Long,Municipal
639520,TX1040017,PAINT CREEK WSC,N,Municipal Long,Water Supply Corporation
639530,TX0480012,CITY OF PAINT ROCK,N,Municipal Long,Municipal
639532,TX1250017,PAISANO MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
639800,TX1610004,CITY OF PALACIOS,N,Municipal Long,Municipal
639805,TX2270112,TONKAWA WSC,N,Municipal Long,Water Supply Corporation
640600,TX0010001,CITY OF PALESTINE,N,Municipal Long,Municipal
641400,TX0700007,CITY OF PALMER,N,Municipal Long,Municipal
641450,TX0790199,PALMER PLANTATION MUD 1,N,Municipal Long,District 
